# Cycle: 1
# Start Time: 2026-01-21 16:05:02
# Sample Rate: 100 Hz
# Format: Timestamp(ms),Ax(m/s²),Ay,Az,Gx(°/s),Gy,Gz
Timestamp,Ax,Ay,Az,Gx,Gy,Gz
1049,-0.732,9.378,6.064,0.281,-28.054,11.616
1059,-0.877,9.092,5.772,-21.749,-15.886,17.876
1069,0.065,8.191,4.784,-50.803,2.602,18.532
1079,-0.611,7.220,5.622,-66.421,16.541,19.662
1089,-0.894,6.558,5.064,-75.948,24.709,22.410
1099,-0.755,5.346,5.273,-91.612,34.297,22.120
1109,-0.937,2.944,5.635,-99.673,46.419,20.761
1119,-2.123,-0.272,7.883,-92.834,54.007,12.548
1129,-3.325,-2.774,8.847,-60.101,45.763,3.189
1139,-3.202,-3.104,10.043,-14.497,46.068,-4.109
1149,-5.335,-1.979,12.948,26.785,27.992,-10.704
1159,-4.851,-0.051,11.468,61.274,3.824,-10.521
1169,-4.230,2.301,10.965,74.221,-9.581,-15.682
1179,-3.706,4.245,10.819,67.701,-16.405,-21.514
1189,-3.743,5.600,10.275,60.709,-25.062,-23.819
1199,-3.087,6.577,9.823,51.335,-28.146,-20.842
1209,-2.607,7.471,9.055,40.923,-28.635,-15.819
1219,-2.871,8.488,8.930,30.510,-30.894,-5.804
1229,-2.407,9.466,7.729,12.373,-34.909,7.067
1239,-0.942,8.976,6.073,-13.520,-29.123,17.647
1249,-0.290,7.871,4.767,-33.856,-14.573,23.357
1259,-0.181,6.863,5.564,-50.498,9.976,23.311
1269,-0.349,6.225,4.691,-63.001,19.671,22.700
1279,-0.530,5.472,5.525,-83.490,32.679,17.403
1289,-0.616,3.029,5.052,-97.566,41.946,17.326
1299,-2.125,-0.791,7.985,-87.811,57.030,12.868
1309,-2.646,-2.843,8.195,-43.108,55.518,7.647
1319,-4.817,-2.534,12.204,-2.543,46.480,-3.819
1329,-5.616,-1.706,12.747,36.037,13.152,-7.651
1339,-4.301,-0.523,10.886,73.427,-8.039,-8.048
1349,-4.006,2.199,11.873,88.404,-16.314,-18.552
1359,-4.256,4.599,10.686,84.266,-32.482,-25.178
1369,-3.086,5.988,9.520,72.007,-39.703,-27.880
1379,-2.494,6.600,9.027,59.778,-37.428,-25.254
1389,-3.182,7.421,9.576,55.427,-36.421,-17.147
1399,-2.907,9.098,8.396,46.266,-43.749,-2.659
1409,-2.019,9.543,7.363,24.923,-44.970,8.441
1419,-0.758,9.173,5.388,-2.238,-36.650,16.380
1429,-0.792,8.417,5.628,-22.513,-19.566,20.700
1439,-0.351,7.857,4.952,-37.841,-1.825,25.708
1449,-0.861,6.777,5.829,-50.910,11.228,28.349
1459,-1.207,5.172,5.689,-58.055,15.656,30.990
1469,-1.596,3.026,6.902,-63.169,19.976,28.777
1479,-2.157,0.406,7.929,-57.627,16.221,23.204
1489,-2.209,-1.616,8.415,-37.536,13.030,13.433
1499,-4.025,-3.011,11.624,-6.177,2.404,0.945
1509,-3.603,-2.426,11.051,51.518,-16.054,-2.078
1519,-3.799,0.047,12.168,92.114,-29.749,-5.101
1529,-3.635,2.824,11.318,110.572,-46.268,-4.414
1539,-3.177,4.249,10.159,118.572,-59.444,-6.033
1549,-1.843,4.796,8.724,117.534,-56.131,-11.651
1559,-2.335,5.491,9.598,146.389,-53.948,-7.712
1569,-1.955,8.824,7.056,148.709,-53.917,8.746
1579,-1.842,10.825,6.006,118.908,-53.261,19.922
1589,-1.091,11.089,6.343,90.694,-42.909,35.082
1599,-0.714,11.065,5.733,54.801,-42.574,48.945
1609,0.163,9.984,4.551,25.259,-31.841,62.044
1619,0.709,8.107,3.659,-0.650,-10.405,65.372
1629,1.343,6.013,3.165,-27.398,13.640,55.632
1639,0.691,3.575,3.691,-39.841,38.236,32.792
1649,0.086,1.868,5.892,-12.971,46.114,22.242
1659,-0.113,2.635,6.056,-8.421,58.831,11.158
1669,-0.945,2.412,7.433,-19.734,67.748,-3.910
1679,-2.628,1.574,9.666,-5.276,63.534,-12.704
1689,-4.333,3.223,11.664,14.419,47.106,-12.475
1698,-5.009,3.449,12.850,30.801,14.831,-6.918
1709,-3.611,4.070,11.179,44.846,-14.268,-2.430
1719,-2.505,5.089,10.318,57.091,-25.169,-0.582
1729,-1.790,6.830,9.654,60.282,-31.489,4.792
1739,-0.058,7.998,9.591,56.617,-59.642,-3.804
1749,-0.392,15.941,8.800,-13.887,-51.993,-7.559
1759,-4.941,12.989,10.554,-61.688,-90.223,17.906
1769,-2.317,9.650,6.592,-89.047,-129.872,29.235
1779,0.991,6.937,2.491,-101.750,-116.162,23.586
1789,3.042,6.035,0.689,-107.002,-53.596,4.257
1799,3.123,5.191,1.933,-107.811,1.640,-8.689
1809,1.752,4.530,3.397,-105.063,47.442,-21.101
1819,0.520,4.073,5.165,-89.780,69.015,-19.056
1829,-0.338,3.289,5.474,-83.795,75.320,-10.933
1839,-0.858,1.370,6.597,-75.337,91.427,-13.010
1849,-2.553,0.475,10.266,-66.146,91.870,-19.575
1859,-4.310,-0.112,11.651,-55.032,58.328,-22.384
1869,-4.523,0.335,12.218,-34.849,30.236,-24.521
1879,-3.488,1.759,10.594,-13.994,2.358,-30.582
1889,-2.726,4.603,10.587,-25.398,-9.459,-41.422
1899,-2.602,6.168,10.032,-38.116,-19.322,-41.590
1909,-2.333,6.051,9.755,-32.146,-24.283,-27.651
1919,-8.250,2.807,13.020,12.159,-21.856,35.357
1929,9.464,9.405,6.670,39.793,-22.283,-32.857
1939,0.951,9.513,8.094,-14.070,28.114,-18.201
1949,-4.783,8.176,9.707,-25.154,10.831,0.502
1959,-3.976,7.982,8.165,-33.093,-19.459,10.135
1969,-0.986,9.151,6.534,-69.704,-18.619,13.342
1979,-0.070,6.487,6.252,-121.460,-4.237,12.380
1989,-0.900,4.010,7.171,-96.910,5.137,17.235
1999,0.123,2.556,6.145,-72.467,12.770,20.593
2009,0.040,1.778,6.598,-53.856,31.457,22.868
2019,-1.338,0.952,7.415,-46.513,35.503,14.822
2049,-3.023,-1.936,10.241,-40.955,19.824,-19.880
2059,-3.281,-1.962,11.535,-8.742,11.198,-25.987
2069,-4.149,0.305,11.958,30.571,-4.085,-30.949
2079,-4.217,3.913,12.166,44.892,-21.123,-29.025
2089,-2.934,6.012,10.818,33.976,-38.085,-24.552
2099,-1.770,6.071,10.600,8.892,-37.749,-23.483
2109,-7.397,0.441,13.558,-0.787,-41.337,17.769
2119,5.783,9.288,8.113,31.564,-53.673,-32.598
2129,-1.949,9.024,8.064,-39.307,-18.894,-17.941
2139,-3.044,5.702,10.008,-50.925,-32.848,-6.643
2149,-1.198,5.315,7.827,-25.337,-41.657,15.677
2159,1.013,6.144,6.218,-26.894,-17.886,24.090
2169,0.288,6.235,6.623,-42.467,0.159,22.563
2179,-0.223,4.873,7.099,-64.543,8.221,19.540
2189,-1.393,3.672,7.633,-53.169,10.282,25.968
2199,-1.186,1.945,7.566,-58.162,9.106,23.342
2209,-1.104,-0.355,7.144,-65.307,6.465,9.067
2219,-0.973,-2.428,8.958,-55.261,13.671,-0.750
2229,-1.471,-4.168,9.343,-20.696,15.915,-14.063
2239,-0.507,-5.143,8.829,39.426,27.060,-25.285
2249,-1.090,-4.295,9.884,97.946,49.167,-44.796
2259,-3.063,-1.269,10.415,150.648,52.160,-55.712
2269,-3.102,4.032,10.509,174.526,49.396,-41.880
2279,-3.551,7.326,10.408,149.656,31.457,-29.117
2289,-4.268,8.361,11.283,117.381,12.953,-19.895
2299,-4.894,8.472,11.451,99.076,-15.581,-4.903
2309,-3.435,8.532,10.069,76.022,-35.932,7.357
2319,-2.973,8.431,9.535,48.037,-47.062,11.494
2329,-2.943,8.345,9.655,34.968,-62.772,17.204
2339,-2.140,8.294,8.235,29.610,-83.734,29.387
2349,-0.197,6.739,5.834,34.052,-93.307,43.235
2359,0.162,6.716,5.953,30.098,-81.520,50.899
2369,0.355,5.198,5.546,11.335,-77.032,59.220
2379,-0.022,3.631,5.384,-10.665,-63.505,46.242
2389,-0.167,0.936,5.577,-29.688,-52.329,28.212
2399,-0.677,-1.328,6.920,-31.658,-34.528,4.288
2409,-1.596,-2.635,9.327,-18.299,-27.169,-13.407
2419,-1.456,-3.255,9.727,24.449,-28.848,-20.109
2429,-1.468,-0.496,9.957,64.572,-21.917,-24.933
2439,-1.228,2.743,10.017,78.953,-20.192,-32.079
2449,-2.515,6.983,10.904,74.434,-27.428,-34.567
2459,-2.902,9.493,11.211,52.312,-51.276,-26.827
2469,-1.571,9.033,9.860,16.862,-69.444,-24.430
2479,0.009,7.774,8.504,-2.253,-66.940,-21.193
2489,0.673,7.456,8.100,-3.780,-55.658,-13.132
2499,1.036,8.028,7.395,-1.276,-43.261,-1.117
2509,1.809,9.099,6.384,-13.154,-20.604,9.677
2519,2.957,8.799,4.083,-24.864,9.656,19.464
2529,1.705,7.259,4.375,-41.017,46.801,25.571
2539,0.451,5.746,6.314,-40.421,68.877,19.494
2549,-0.679,4.563,7.206,-39.444,60.770,14.563
2559,0.002,3.570,6.685,-45.551,54.007,9.296
2569,0.086,1.089,6.002,-67.047,60.099,-2.888
2579,0.214,-1.253,5.760,-71.246,80.175,-20.949
2589,-0.119,-0.998,6.288,-61.978,105.855,-31.330
2599,-1.513,0.274,8.537,-74.650,127.244,-40.170
2609,-3.003,1.396,11.131,-94.574,123.045,-45.453
2619,-4.884,2.787,13.109,-105.734,91.519,-47.330
2629,-5.310,3.362,13.928,-92.772,40.282,-44.017
2639,-5.493,4.261,14.269,-74.101,-10.222,-42.277
2648,-3.979,4.999,12.357,-62.818,-45.825,-38.445
2659,-2.662,5.628,11.381,-67.505,-58.726,-35.559
2669,-1.375,6.136,9.777,-73.093,-64.222,-29.071
2679,-2.273,7.408,10.922,-99.673,-75.032,-30.140
2689,-2.118,8.078,9.865,-126.467,-91.245,-20.094
2699,-2.088,6.648,10.367,-147.735,-99.703,-5.117
2709,-0.442,4.190,7.794,-131.551,-101.078,9.143
2719,0.999,2.376,6.546,-94.757,-70.894,17.219
2729,2.176,2.713,5.140,-64.986,-28.909,19.632
2739,1.420,2.837,6.442,-54.391,5.961,23.494
2749,0.050,1.292,7.511,-46.757,13.686,29.021
2759,0.196,-1.412,6.801,-32.238,19.427,29.128
2769,0.184,-3.667,5.384,-12.803,30.999,18.105
2779,-0.247,-3.699,8.587,5.426,57.045,1.265
2789,-3.060,-3.718,12.448,18.037,41.564,-14.414
2799,-2.653,-2.359,11.130,45.167,19.366,-17.666
2809,-2.453,-1.184,12.235,53.747,14.587,-24.231
2819,-2.184,-0.837,11.657,81.213,2.801,-23.498
2829,-1.314,-0.468,11.386,106.618,1.060,-26.017
2839,-0.579,1.373,10.079,138.847,4.755,-25.804
2849,-1.942,4.148,11.571,145.961,5.946,-32.491
2859,-2.777,7.519,10.693,145.106,-9.199,-19.269
2869,-2.037,9.111,9.563,117.106,-16.757,-0.720
2879,-1.144,9.266,8.159,85.320,-18.772,14.090
2889,-1.134,8.517,7.885,47.167,-8.283,22.181
2899,-1.964,8.051,7.882,3.197,-5.856,22.319
2909,0.962,6.057,4.902,-24.253,3.900,28.105
2919,1.691,4.967,3.848,4.694,41.564,48.548
2929,0.609,3.741,5.133,4.220,71.228,56.945
2939,-0.393,0.143,6.811,-8.131,82.160,52.502
2949,-2.115,-2.815,9.146,9.625,81.137,33.464
2959,-2.777,-1.432,8.974,38.556,65.549,17.296
2969,-3.724,-0.405,11.082,69.213,52.541,14.670
2979,-3.496,0.441,11.744,96.831,38.908,14.196
2989,-3.161,2.142,11.676,109.793,20.465,10.700
2999,-3.774,3.899,13.563,101.396,-2.131,3.128
3009,-4.151,6.806,13.358,64.205,-38.192,-2.765
3019,-3.934,7.695,13.863,16.037,-78.665,-5.010
3049,-1.296,7.415,7.402,-67.215,-172.437,14.838
3059,0.143,6.689,5.713,-85.780,-158.406,8.502
3069,2.722,5.592,2.825,-99.795,-123.963,-3.956
3079,4.368,5.002,2.723,-118.773,-73.413,-21.880
3089,4.004,3.792,3.586,-112.879,-24.222,-30.582
3099,2.080,3.289,6.026,-79.673,6.495,-21.040
3109,1.012,2.192,6.746,-57.139,13.640,-11.117
3119,0.458,1.033,7.014,-54.635,12.221,-11.468
3129,0.804,-1.845,6.405,-45.352,23.182,-14.170
3139,-0.721,-4.931,9.146,-34.330,26.312,-39.071
3149,-2.028,-1.058,11.428,1.426,24.236,-64.353
3159,-2.932,3.675,12.052,-15.032,-2.482,-55.605
3169,-2.154,2.648,11.982,-46.101,-33.719,-48.811
3179,-1.193,2.010,11.214,-53.963,-44.161,-48.155
3189,-0.408,2.818,11.624,-66.146,-52.406,-62.705
3199,0.403,4.062,10.622,-64.498,-56.787,-64.582
3209,-0.204,5.216,11.114,-73.124,-58.314,-56.582
3219,-0.610,5.187,11.089,-73.887,-51.230,-42.445
3229,-1.400,3.306,12.683,-46.864,-53.596,-16.460
3239,-0.390,4.542,10.751,-21.566,-56.054,-0.368
3249,0.824,7.227,8.719,-25.475,-50.833,9.647
3259,1.383,7.359,7.785,-53.261,-35.688,22.609
3269,0.636,5.055,7.740,-71.047,-32.650,31.937
3279,1.841,2.648,6.920,-59.627,-20.268,44.517
3289,1.406,1.334,6.667,-44.314,-8.955,46.990
3299,1.775,0.201,6.182,-31.291,6.908,45.219
3309,0.655,-1.003,7.777,-23.200,20.984,36.151
3319,-0.503,-1.871,8.851,-14.039,22.892,26.471
3329,-0.335,-3.473,9.027,-9.184,16.541,13.571
3339,-0.604,-5.389,9.794,12.144,14.831,0.120
3349,-0.148,-5.346,10.153,54.511,20.007,-11.040
3359,-0.114,-2.440,11.210,86.175,22.999,-26.460
3369,0.172,1.894,10.798,90.450,22.724,-34.521
3379,0.657,3.812,10.746,73.167,22.572,-35.605
3389,0.463,4.446,10.470,53.747,26.328,-31.712
3399,-1.764,5.387,12.501,43.457,18.587,-27.651
3409,-1.711,7.354,12.075,32.617,2.480,-10.689
3419,-1.793,7.863,11.775,12.862,-17.031,7.509
3429,-0.629,7.251,9.039,-6.452,-27.917,27.433
3439,0.138,5.984,9.497,-20.696,-13.932,44.578
3449,1.271,5.605,6.036,-38.452,-20.848,52.013
3459,3.217,3.158,3.825,-50.452,17.579,58.868
3469,2.198,0.388,5.773,-39.856,53.595,66.288
3479,0.853,-1.469,6.951,-26.070,65.809,56.746
3489,0.107,-1.980,8.276,-2.345,78.450,43.097
3499,-0.336,-0.492,8.938,11.549,79.290,26.181
3509,-1.645,1.190,10.771,5.426,69.763,12.380
3519,-2.225,1.356,10.948,-8.421,48.969,7.341
3529,-1.422,0.966,9.756,-20.772,33.137,1.464
3539,-0.083,-0.358,8.262,-21.444,37.976,-1.865
3549,0.254,-0.547,8.638,1.930,59.534,-1.910
3559,-0.998,-0.779,10.230,13.350,61.595,-7.086
3569,-1.302,-0.310,10.305,42.724,58.618,-3.239
3579,-1.475,1.714,10.425,68.663,57.870,-3.010
3589,-2.537,3.997,11.852,61.839,47.091,-3.575
3599,-2.588,4.593,11.923,38.739,27.412,-2.842
3609,-1.829,3.907,11.377,17.365,11.686,-4.827
3619,-3.041,4.389,12.972,25.335,-6.970,1.235
3628,-0.991,4.483,10.126,1.686,-28.772,-3.239
3639,-0.211,3.275,9.407,-15.047,-29.795,-7.834
3649,-0.661,2.501,9.271,-14.055,-27.062,-9.452
3659,-0.211,3.075,8.183,-10.818,-22.711,-6.659
3669,-0.810,2.680,9.885,-1.688,-10.863,2.319
3679,-1.788,3.588,10.194,13.396,-13.917,10.700
3689,-1.677,5.350,9.526,1.991,-22.604,10.074
3699,-0.795,5.689,8.541,-23.032,-27.123,13.616
3709,0.415,4.364,7.238,-44.085,-21.291,16.334
3719,0.520,2.939,7.281,-50.177,-8.161,15.296
3729,0.457,2.205,7.269,-49.475,1.839,12.456
3739,0.483,1.547,7.479,-53.001,12.007,5.738
3749,0.649,0.629,7.710,-58.391,24.648,-1.040
3759,-0.800,-0.596,9.640,-52.894,32.557,-6.475
3769,-1.657,-1.779,11.190,-35.047,27.839,-9.636
3779,-1.965,-2.696,12.031,-5.337,16.098,-11.666
3789,-2.470,-2.474,13.027,29.365,4.373,-15.773
3799,-2.579,-1.119,12.795,59.381,-16.054,-18.659
3809,-2.033,0.462,12.494,73.472,-28.925,-22.048
3819,-1.770,1.763,11.787,68.938,-40.238,-27.758
3829,-0.934,2.073,10.948,56.892,-43.230,-31.758
3839,-0.710,2.433,10.782,58.251,-44.115,-30.995
3849,-0.623,3.880,10.187,64.556,-46.207,-24.369
3859,-0.707,6.304,9.802,60.007,-44.390,-13.254
3869,0.094,8.077,8.663,31.655,-43.032,2.654
3879,0.615,8.209,7.730,-3.749,-40.085,16.960
3889,1.659,6.959,6.332,-38.207,-28.192,26.792
3899,1.495,5.102,6.545,-56.727,-12.757,35.021
3909,0.811,3.783,6.753,-66.314,-5.108,39.952
3919,1.236,2.168,5.919,-78.971,4.785,41.357
3929,1.036,-0.440,6.076,-84.879,19.824,37.052
3939,0.131,-2.847,6.989,-70.421,33.167,30.502
3949,-0.764,-4.269,7.808,-38.589,42.557,23.372
3959,-1.322,-4.592,9.008,1.961,50.175,13.922
3969,-2.918,-3.507,11.367,45.182,44.404,4.502
3979,-3.579,-1.324,12.209,81.992,28.236,3.189
3989,-3.511,1.566,12.946,98.953,12.572,-1.697
3999,-3.123,4.177,12.379,81.182,-3.489,-11.162
4009,-2.719,4.528,12.404,49.381,-15.963,-17.682
4019,-1.879,3.929,11.126,31.365,-29.322,-19.620
4049,3.076,6.023,5.931,-3.703,-32.207,6.456
4058,2.248,4.331,6.785,-10.986,-7.276,9.845
4069,1.280,3.425,7.000,-2.452,6.633,16.105
4079,0.623,3.132,8.429,5.167,16.816,20.242
4089,-0.956,3.363,9.926,12.342,9.045,29.097
4099,-0.865,3.721,9.346,2.526,-5.413,31.754
4109,0.907,2.472,8.100,-20.207,-4.436,26.975
4119,1.067,0.942,7.321,-25.169,2.221,22.013
4129,1.058,0.345,7.346,-17.261,13.732,15.891
4139,0.676,0.370,7.642,-5.215,20.618,11.815
4149,0.412,0.653,7.868,-0.543,28.877,2.380
4159,-0.714,0.740,9.310,-2.314,33.106,-11.849
4169,-1.242,0.740,10.684,1.014,28.587,-22.781
4179,-1.668,0.708,11.282,11.732,15.625,-29.330
4189,-1.358,1.391,11.493,25.640,8.114,-30.323
4199,-1.211,2.637,11.261,37.533,-0.466,-25.117
4209,-1.410,3.636,11.861,39.213,-5.902,-19.361
4219,-1.757,3.972,12.034,35.762,-17.062,-12.445
4229,-1.065,3.327,11.476,28.022,-24.864,-11.147
4239,-0.799,2.786,10.864,25.961,-31.184,-16.888
4249,-0.465,3.069,10.612,31.320,-35.413,-23.926
4259,-2.462,6.324,12.732,54.053,-42.879,-15.727
4269,-0.296,9.169,8.014,25.701,-71.062,-5.544
4279,3.593,6.575,4.817,-28.513,-49.047,-6.811
4289,2.680,3.375,7.101,-37.429,-12.054,-5.575
4299,-0.214,3.122,8.492,-17.963,-5.260,-2.002
4309,-0.207,3.522,8.944,-12.635,-5.596,3.189
4319,-1.326,3.305,9.646,-13.749,-9.886,10.044
4329,-0.821,3.287,8.300,-27.597,-13.963,6.227
4339,0.052,2.314,8.113,-45.215,-5.001,-0.842
4349,-0.482,1.567,7.114,-42.986,-6.344,0.135
4359,0.432,1.015,6.502,-28.589,1.747,-1.819
4369,0.276,1.352,6.810,-18.299,11.793,-8.201
4379,0.760,1.848,6.570,-11.841,15.610,-8.949
4389,0.537,1.938,7.654,-10.711,22.587,-8.078
4399,0.053,1.378,8.350,-11.520,24.358,-7.727
4409,-0.603,0.619,9.762,-7.536,23.595,-7.727
4419,-0.631,0.534,9.520,1.533,14.266,-8.063
4429,-0.647,0.389,10.043,10.220,12.679,-9.788
4439,-0.519,0.164,9.865,24.480,11.289,-13.193
4449,-0.651,0.566,10.199,41.030,14.068,-19.101
4459,-0.953,1.780,10.218,52.556,13.564,-24.704
4469,-1.495,2.510,10.861,56.144,13.198,-30.246
4479,-2.669,3.595,11.347,61.824,1.030,-34.689
4489,-0.992,5.326,10.153,61.259,-9.092,-34.246
4499,-0.731,7.181,9.896,45.213,-12.253,-32.857
4509,-0.242,7.484,10.238,25.854,-15.413,-20.735
4519,-0.037,8.582,8.742,6.037,-27.978,-10.338
4529,1.216,8.364,7.785,-26.070,-19.825,2.975
4539,1.999,7.344,6.513,-56.849,-5.718,12.929
4549,0.755,5.149,7.791,-91.902,-0.802,13.204
4559,1.812,2.029,6.174,-107.398,17.350,7.051
4568,-0.021,-0.504,8.547,-85.124,32.892,7.021
4579,-1.205,-0.989,8.760,-44.742,28.770,11.341
4589,-1.900,-0.923,10.174,-18.223,31.106,5.143
4599,-2.216,0.857,11.055,0.541,30.053,-2.872
4609,-3.137,1.951,12.094,-0.696,14.037,-7.712
4619,-1.765,1.421,11.070,-11.398,-2.848,-11.758
4629,-1.730,-0.961,11.729,-8.864,-9.398,-20.781
4639,-0.515,-0.448,10.314,9.091,-9.642,-31.911
4649,-0.241,1.306,9.984,17.091,-11.810,-38.384
4659,-0.312,2.314,10.287,22.220,-7.337,-36.995
4669,-0.187,3.083,9.903,22.556,-6.925,-37.834
4679,0.318,4.300,9.258,15.991,-3.398,-38.582
4689,-0.272,4.735,9.739,3.121,0.908,-36.369
4699,-1.019,4.410,10.197,-4.223,-0.146,-31.361
4709,-0.952,4.117,10.016,-3.383,-6.543,-24.277
4719,-0.754,4.032,9.503,-0.726,-9.291,-15.132
4729,-0.558,3.978,9.336,1.426,-7.856,-4.567
4739,-0.427,3.857,9.410,0.434,-4.925,5.112
4749,-0.451,3.474,9.389,-4.436,-3.062,10.334
4759,-0.378,2.879,9.358,-11.215,-1.703,12.013
4769,-0.387,2.020,9.279,-17.230,0.388,10.319
4779,-0.569,1.294,9.273,-17.093,2.801,7.433
4789,-0.939,1.422,9.385,-14.589,4.144,5.082
